Issue Key;Created Date;Коммуникация направлена;Новая;Отклонен;Размещено в БЗ;Согласовано ЦПК;Согласовано с бизнесом;Согласовано с маркетингом;ХОЛД;Resolution Date;T2M (days)
CAMPEIGN-38695;2025-09-16 09:45:28;0.0;2.1441;50.0034;0.0;0.0;0.0;0.0;4.9694;2025-11-12 12:33:51;57.11693287037037
CAMPEIGN-38700;2025-09-16 11:04:11;35.1759;7.1232;0.0;0.0081;5.9799999999999995;2.6902;0.0486;6.0364;2025-11-12 12:33:50;57.06225694444444
CAMPEIGN-38715;2025-09-16 13:27:35;26.8035;9.9235;0.0;0.005;17.3222;2.8666;0.0419;0.0;2025-11-12 12:33:50;56.962673611111114
CAMPEIGN-38716;2025-09-16 13:36:44;19.0737;9.9197;0.0;0.0188;14.0853;0.0961;0.6775;13.0853;2025-11-12 12:33:49;56.956307870370374
CAMPEIGN-38718;2025-09-16 13:39:48;16.2245;1.9749;0.0;0.0262;26.7125;0.0056;0.0009;12.0096;2025-11-12 12:33:48;56.954166666666666
CAMPEIGN-38719;2025-09-16 13:42:07;15.9088;1.9727;0.0;0.0263;27.0281;0.0055;0.0007;12.0104;2025-11-12 12:33:48;56.95255787037037
CAMPEIGN-38788;2025-09-18 10:47:39;0.0;0.1551;54.1708;0.0;0.0;0.0;0.0;0.7478;2025-11-12 12:33:47;55.07370370370371
CAMPEIGN-38807;2025-09-18 15:01:39;12.9233;5.9266000000000005;0.0;0.0133;27.132;2.8787;0.019;6.0043;2025-11-12 12:33:47;54.89731481481481
CAMPEIGN-38833;2025-09-19 13:15:27;6.0434;4.0514;0.0;0.0073;16.8676;12.9911;0.022;13.9882;2025-11-12 12:33:46;53.971053240740744
CAMPEIGN-38849;2025-09-22 07:47:44;0.0;1.2826;49.916;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:46;51.19863425925926
CAMPEIGN-38864;2025-09-22 11:21:45;0.0;1.1364;33.1298;0.0;0.0;0.1468;0.0;16.637;2025-11-12 12:33:45;51.05
CAMPEIGN-38898;2025-09-23 12:12:01;5.786;2.0764;0.0;2.6751;2.2684;0.0143;0.0014;37.1934;2025-11-12 12:33:45;50.015092592592595
CAMPEIGN-38899;2025-09-23 12:36:25;35.8681;2.0603;0.0;0.053;11.0962;0.8877;0.0328;0.0;2025-11-12 12:33:44;49.998136574074074
CAMPEIGN-38932;2025-09-24 10:51:08;43.0443;0.0599;0.0;0.0192;5.1881;0.1986;0.5611;0.0;2025-11-12 12:33:44;49.07125
CAMPEIGN-38943;2025-09-24 14:02:29;0.0;1.8922;40.0862;0.0;0.0;4.0356;0.0;2.9244;2025-11-12 12:33:43;48.938356481481485
CAMPEIGN-38944;2025-09-24 14:11:46;40.9585;1.0014;0.0;2.2603;0.9559;0.2433;2.7723;0.7401;2025-11-12 12:33:43;48.93190972222222
CAMPEIGN-38954;2025-09-25 06:22:26;35.0162;1.2101;0.0;0.0016;1.0569;6.7996;0.0897;4.0837;2025-11-12 12:33:42;48.25782407407407
CAMPEIGN-38965;2025-09-25 12:15:28;35.9074;0.9641;0.0;0.0062;0.2618;10.858;0.0152;0.0;2025-11-12 12:33:41;48.01265046296297
CAMPEIGN-38966;2025-09-25 12:34:21;29.2255;0.9507;0.0;0.0188;3.9334;13.1287;0.7425;0.0;2025-11-12 12:33:41;47.99953703703704
CAMPEIGN-38977;2025-09-25 14:47:09;0.0;0.0022;47.9051;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:40;47.90730324074074
CAMPEIGN-39008;2025-09-26 10:31:51;12.9672;4.1216;0.0;0.021;8.0136;6.0516;0.0144;15.8952;2025-11-12 12:33:40;47.08459490740741
CAMPEIGN-39025;2025-09-26 13:22:59;15.016;4.0122;0.0;0.0085;7.1247;0.0323;0.0215;20.7505;2025-11-12 12:33:39;46.96574074074074
CAMPEIGN-39026;2025-09-26 13:35:09;6.2164;4.0049;0.0;0.0414;35.9538;0.0143;0.7265;0.0;2025-11-12 12:33:39;46.95729166666667
CAMPEIGN-39057;2025-09-29 10:32:58;14.1453;1.1337;0.0;0.0036;9.1379;11.9359;4.8248;2.9028;2025-11-12 12:33:38;44.0837962962963
CAMPEIGN-39087;2025-09-30 08:28:46;14.0757;3.2008;0.0;0.0051;0.0258;10.7778;0.0003;15.0845;2025-11-12 12:33:38;43.1700462962963
CAMPEIGN-39095;2025-09-30 09:35:30;0.0;3.2929;39.8308;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:37;43.12369212962963
CAMPEIGN-39128;2025-10-01 07:47:07;0.0;6.2747;35.9243;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:37;42.19895833333333
CAMPEIGN-39168;2025-10-02 08:49:10;27.9776;4.2591;0.0;0.5868;8.2792;0.0015;0.0517;0.0;2025-11-12 12:33:36;41.15585648148148
CAMPEIGN-39171;2025-10-02 09:15:35;26.0646;4.2407;0.0;0.5881;10.1926;0.0015;0.0499;0.0;2025-11-12 12:33:36;41.137511574074075
CAMPEIGN-39173;2025-10-02 09:26:39;14.9585;5.2084;0.0;0.0023;12.9683;7.8674;0.125;0.0;2025-11-12 12:33:35;41.129814814814814
CAMPEIGN-39176;2025-10-02 09:52:06;14.9592;5.1912;0.0;0.0022;12.9675;7.8669;0.1253;0.0;2025-11-12 12:33:35;41.1121412037037
CAMPEIGN-39180;2025-10-02 11:37:05;0.0;6.0277;35.0116;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:34;41.039224537037036
CAMPEIGN-39183;2025-10-02 11:50:25;0.0;4.0638;30.2031;0.0;0.0;0.0987;0.0;6.6644;2025-11-12 12:33:34;41.02996527777778
CAMPEIGN-39189;2025-10-02 12:15:33;14.9579;5.0925;0.0;0.0864;4.0126;16.7936;0.0695;0.0;2025-11-12 12:33:34;41.012511574074075
CAMPEIGN-39191;2025-10-02 12:28:06;13.1306;4.0068;0.0;0.5882;23.1265;0.1302;0.0214;0.0;2025-11-12 12:33:33;41.00378472222222
CAMPEIGN-39198;2025-10-02 13:37:14;23.2698;3.7967;0.0;2.6548;0.0145;11.2141;0.0059;0.0;2025-11-12 12:33:33;40.95577546296296
CAMPEIGN-39228;2025-10-03 12:19:35;13.103;3.0124;0.0;0.0014;15.8009;7.9723;0.1198;0.0;2025-11-12 12:33:31;40.009675925925926
CAMPEIGN-39336;2025-10-08 08:47:55;19.0779;2.1702;0.0;0.0338;3.0631;10.7796;0.032;0.0;2025-11-12 12:33:30;35.156655092592594
CAMPEIGN-39353;2025-10-08 14:26:53;4.8962;0.9668;0.0;0.0295;4.9077;2.8341;0.017;21.2699;2025-11-12 12:33:29;34.92125
CAMPEIGN-39417;2025-10-10 09:01:03;2.2379;4.285699999999999;0.0;0.0388;3.741;20.8945;0.0018;1.9478;2025-11-12 12:33:28;33.14751157407407
CAMPEIGN-39500;2025-10-14 10:27:10;13.9252;8.0684;0.0;0.0062;6.0798;0.9533;0.0548;0.0;2025-11-12 12:33:27;29.08769675925926
CAMPEIGN-39578;2025-10-16 09:53:37;14.0381;0.9618;0.0;0.6325;7.2215;4.2524;0.0047;0.0;2025-11-12 12:33:26;27.110983796296296
CAMPEIGN-39595;2025-10-16 12:58:50;6.2168;5.9482;0.0;0.0082;14.0495;0.1438;0.6159;0.0;2025-11-12 12:33:26;26.98236111111111
CAMPEIGN-39604;2025-10-17 06:23:06;13.1517;4.2325;0.0;0.0474;8.7909;0.0028;0.0317;0.0;2025-11-12 12:33:25;26.257164351851852
CAMPEIGN-39616;2025-10-17 09:59:19;16.1821;0.0536;0.0;0.0179;6.8708;2.8748;0.1079;0.0;2025-11-12 12:33:24;26.107002314814814
CAMPEIGN-39653;2025-10-20 09:50:50;11.1992;2.2503;0.0;0.0289;1.9597;7.6405;0.0343;0.0;2025-11-12 12:33:23;23.112881944444446
CAMPEIGN-39669;2025-10-20 15:00:07;0.0;0.981;21.9171;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:22;22.89809027777778
CAMPEIGN-39672;2025-10-20 17:37:02;1.9665;3.8946;0.0;0.0081;0.0708;16.6402;0.209;0.0;2025-11-12 12:33:21;22.789108796296297
CAMPEIGN-39678;2025-10-21 07:04:04;4.9367;8.2004;0.0;0.0378;0.0286;0.983;0.0105;8.031699999999999;2025-11-12 12:33:21;22.22866898148148
CAMPEIGN-39777;2025-10-23 09:00:47;14.1882;0.0618;0.0;0.0132;4.9512;0.9267;0.0064;0.0;2025-11-12 12:33:20;20.147604166666667
CAMPEIGN-39778;2025-10-23 09:01:03;14.1881;0.0627;0.0;0.0136;4.9513;0.9254;0.0062;0.0;2025-11-12 12:33:20;20.147418981481483
CAMPEIGN-39779;2025-10-23 09:01:15;14.188;0.062;0.0;0.0126;4.9513;0.9256;0.0077;0.0;2025-11-12 12:33:19;20.14726851851852
CAMPEIGN-39805;2025-10-24 07:30:07;5.785;6.2268;0.0;0.0685;0.3539;6.7572;0.0191;0.0;2025-11-12 12:33:19;19.210555555555555
CAMPEIGN-39820;2025-10-24 09:52:07;0.0;0.0252;19.0035;0.0;0.0;0.0833;0.0;0.0;2025-11-12 12:33:19;19.111944444444443
CAMPEIGN-39920;2025-10-28 11:32:35;0.0;3.9426;6.9339;0.0;0.0;0.0;0.0;4.1657;2025-11-12 12:33:18;15.042164351851852
CAMPEIGN-40017;2025-10-30 10:03:46;0.2055;1.9438;0.0;0.0719;5.7737;5.0702;0.0387;0.0;2025-11-12 12:33:18;13.103842592592592
CAMPEIGN-40037;2025-10-30 13:49:28;0.0;0.0075;12.9396;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:17;12.947094907407408
CAMPEIGN-40041;2025-10-30 14:12:31;0.0;0.7723;12.1588;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:17;12.931087962962962
CAMPEIGN-40270;2025-11-10 15:05:30;0.0;0.0005;1.8938;0.0;0.0;0.0;0.0;0.0;2025-11-12 12:33:15;1.8942708333333333
